beer_name,beer_style,brewery,abv,rating,astringent,body,alcoholic,bitter,sweet,sour,salty,fruity,hoppy,spices,malty
Pullman Nut Brown,Brown Ale - English,Flossmoor Station Restaurant & Brewery,6%,4.01,21,162,18,152,156,10,0,13,78,16,21
Nut Brown Ale,Brown Ale - English,Arcadia Brewing Company,6%,3.48,24,114,17,73,122,44,1,41,88,7,24
Thunder Hole Ale,Brown Ale - English,Atlantic Brewing Company,4.8%,3.73,39,134,16,84,122,27,1,22,97,16,39
Traditional Ale,Brown Ale - English,Big Rock Brewery,5%,3.41,23,70,19,88,117,36,0,23,97,5,23
Ring Neck Braun Ale,Brown Ale - English,Brau Brothers Brewing Co. LLC,6.8%,3.81,17,161,22,59,175,34,0,43,67,8,17
Brewer's Brown Ale,Brown Ale - English,Shipyard Brewing Company,5.4%,3.58,25,107,24,81,143,33,1,37,83,16,25
Geary's Autumn Ale,Brown Ale - English,D.L. Geary Brewing Company,5.8%,3.73,27,131,22,106,147,27,0,27,111,29,27
Pub Brown Ale,Brown Ale - English,Sprecher Brewing Company,4.8%,3.63,19,107,16,63,123,29,2,29,81,12,19
Third Stone Brown,Brown Ale - English,Empyrean Brewing Company,5.3%,3.6,24,140,20,58,108,31,0,14,60,14,24
Warm Welcome Nut Browned Ale,Brown Ale - English,Ridgeway Brewing,6%,3.41,26,110,49,80,160,54,1,54,105,22,26
Brown Ale,Brown Ale - English,Nøgne Ø,4.5%,3.87,31,175,23,125,121,28,2,26,106,23,31
Best Brown Ale,Brown Ale - English,Gritty McDuff's Brewing Company,4.1%,3.19,27,87,9,55,111,20,0,26,57,8,27
Dirty Helen Brown Ale,Brown Ale - English,Barley Island Brewing Company,5.2%,3.65,24,114,20,112,131,33,0,29,119,5,24
Angry Boy Brown Ale,Brown Ale - English,Baird Brewing Company / Fishmarket Taproom,6.2%,3.81,34,101,22,134,137,48,1,55,158,7,34
Brawler Champion Ale,Mild Ale - English Dark,Yards Brewing Co.,4.2%,3.73,28,96,15,54,104,38,0,28,76,9,28
Mild Winter,Mild Ale - English Dark,Goose Island Beer Co.,5.6%,3.7,43,111,30,74,110,32,0,38,108,68,43
Commercial Suicide,Mild Ale - English Dark,Jester King Brewery,2.9%,3.59,34,113,36,41,79,85,1,35,56,26,34
Samuel Adams Ruby Mild,Mild Ale - English Dark,Boston Beer Company (Samuel Adams),5.6%,3.41,23,88,24,53,143,45,3,42,80,12,23
Guinness Generous Ale,Mild Ale - English Dark,Guinness Ltd.,5.6%,3.37,31,76,8,66,95,28,1,24,80,19,31
Black Cat,Mild Ale - English Dark,Moorhouse's Brewery (Burnley) Ltd,3.4%,3.85,35,185,22,81,125,21,0,23,67,17,35
Hockley Dark,Mild Ale - English Dark,Hockley Valley Brewing Co.,5%,3.66,17,165,25,108,153,33,1,49,103,9,17
Dark Ale,Mild Ale - English Dark,Coopers Brewery Limited,4.5%,3.34,39,116,14,79,109,26,0,23,53,7,39
10w30,Mild Ale - English Dark,Neustadt Springs Brewery,5.5%,3.67,18,154,22,94,129,31,0,41,88,10,18
Cains Dark Mild,Mild Ale - English Dark,Robert Cain & Company Limited,3.2%,3.65,31,174,16,82,93,16,0,18,82,17,31
Rouge (Red),Dubbel,Bières de Chimay,7%,4.17,33,100,45,36,197,92,0,113,50,45,33
Maudite,Dubbel,Unibroue,8%,4.22,29,92,74,22,187,100,0,116,31,75,29
Abbey Ale,Dubbel,Brewery Ommegang,8.2%,4.19,30,100,56,34,214,106,0,115,36,49,30
Westmalle Trappist Dubbel,Dubbel,Brouwerij Westmalle,7%,4.2,39,105,57,38,189,83,0,123,47,51,39
Trappistes Rochefort 6,Dubbel,Brasserie de Rochefort,7.5%,4.17,33,114,54,23,202,89,1,105,48,54,33
Prior 8,Dubbel,Brouwerij St. Bernardus NV,8%,4.17,27,124,64,24,208,78,0,98,35,47,27
Trappist Westvleteren 8 (VIII),Dubbel,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),8%,4.5,34,131,55,45,252,84,1,136,53,50,34
Dubbel Ale,Dubbel,Allagash Brewing Company,7%,3.83,32,111,37,50,170,56,0,76,53,61,32
Pater 6,Dubbel,Brouwerij St. Bernardus NV,6.7%,4.1,26,112,38,21,181,82,1,100,35,48,26
Maredsous 8 - Brune,Dubbel,Brouwerij Duvel Moortgat NV,8%,4.05,38,132,67,46,202,70,0,99,43,59,38
Hell Hath No Fury Ale,Dubbel,Bell's Brewery - Eccentric Café & General Store,7.5%,3.82,25,135,38,53,158,54,0,73,37,56,25
Corsendonk Pater / Abbey Brown Ale,Dubbel,Brouwerij Corsendonk,7.5%,4.04,26,107,29,26,172,75,0,88,37,56,26
Grimbergen Dubbel,Dubbel,Brouwerij Alken-Maes,6.5%,3.83,26,89,47,28,223,67,0,98,29,26,26
Single Digit Dubbel Belgian-Style Dubbel Ale,Dubbel,Smuttynose Brewing Company,8.3%,3.7,24,109,33,53,203,72,0,85,62,75,24
La Trappe Dubbel (Koningshoeven / Dominus),Dubbel,Bierbrouwerij De Koningshoeven B.V.,7%,3.95,29,134,55,34,202,66,0,101,44,47,29
Trappist Achel 8° Bruin,Dubbel,Brouwerij der St. Benedictusabdij de Achelse,8%,4.14,46,99,80,42,224,124,1,124,48,51,46
Lost & Found,Dubbel,The Lost Abbey,8%,3.94,27,109,62,21,287,91,0,158,24,45,27
Abbey Dubbel,Dubbel,Flying Fish Brewing Company,7.2%,3.59,31,83,48,26,183,64,0,87,32,44,31
Bornem Double,Dubbel,Brouwerij Van Steenberge N.V.,8%,3.75,26,101,48,26,227,105,0,136,29,34,26
Affligem Dubbel,Dubbel,Brouwerij De Smedt / Brouwerij Affligem,6.8%,3.83,33,105,37,32,187,85,1,101,38,35,33
Abbey Ale,Dubbel,Abita Brewing Co.,8%,3.69,29,106,49,37,212,113,2,134,43,77,29
Resurrection,Dubbel,The Brewer's Art,7%,3.88,39,108,44,49,204,90,0,99,77,53,39
Brother David's Belgian-style Double Ale,Dubbel,Anderson Valley Brewing Company,9%,3.67,25,95,72,45,217,82,0,103,37,31,25
Petrus Dubbel Bruin Ale,Dubbel,De Brabandere,6.5%,3.67,21,107,36,36,254,105,0,93,22,24,21
Benno,Dubbel,Stift Engelszell,6.9%,3.77,45,86,30,54,195,125,1,107,85,62,45
Jovial,Dubbel,Tröegs Brewing Company,7%,3.85,33,95,42,43,197,71,0,113,48,54,33
Brune,Dubbel,Brasserie de l'Abbaye du Val-Dieu,8%,4.05,38,110,53,57,180,81,0,82,47,42,38
St. Feuillien Brune,Dubbel,Brasserie St. Feuillien,8.5%,3.81,34,105,53,31,184,65,2,76,40,49,34
Siamese Twin Ale,Dubbel,Uncommon Brewers,8.5%,3.64,14,92,92,33,174,194,0,215,89,96,14
St. Sebastiaan Dark,Dubbel,Brouwerij Sterkens N.V.,6.9%,3.89,40,115,37,34,165,77,0,102,43,26,40
St. Vincent's Dubbel,Dubbel,Captain Lawrence Brewing Co.,8%,3.86,45,139,74,38,242,135,1,143,42,56,45
St Martin Brune,Dubbel,Brasserie De Brunehaut,8%,3.67,24,86,38,23,164,70,0,88,26,30,24
Robert The Bruce,Scottish Ale,3 Floyds Brewing Co.,6.5%,3.89,22,146,57,79,183,32,0,43,97,32,22
Scottish Ale,Scottish Ale,Belhaven Brewery Company Ltd.,5.2%,3.84,28,143,15,58,114,39,2,31,87,22,28
90 Shilling,Scottish Ale,Odell Brewing Company,5.3%,3.89,28,102,20,85,137,35,1,35,117,12,28
Original Oak Aged Beer,Scottish Ale,Innis & Gunn,6.6%,3.78,23,97,56,36,120,42,0,32,45,53,23
Winter Ale,Scottish Ale,Brooklyn Brewery,6.1%,3.61,37,102,32,45,160,52,1,49,81,44,37
Kilt Lifter Scottish Style Ale,Scottish Ale,Four Peaks Brewing Company - 8th Street Brewery,6%,3.72,24,68,15,39,138,40,0,32,58,29,24
Railbender Ale,Scottish Ale,Erie Brewing Co.,6.8%,3.67,28,105,45,64,194,49,0,45,87,13,28
Hibernator,Scottish Ale,Long Trail Brewing Co.,6%,3.68,25,90,34,80,145,35,0,41,116,33,25
Wee Mac,Scottish Ale,Sun King Brewing Company,5.3%,3.59,27,110,20,52,143,44,0,35,55,18,27
Dark Island,Scottish Ale,Orkney Brewery,4.6%,3.99,25,161,28,103,134,53,0,58,69,51,25
Piper Down,Scottish Ale,Ballast Point Brewing Company,5.8%,3.65,18,73,22,51,130,25,0,33,63,21,18
St. Andrew's Ale,Scottish Ale,Belhaven Brewery Company Ltd.,4.6%,3.86,39,94,20,76,115,48,1,45,102,30,39
Jolly Scot Scottish Ale,Scottish Ale,Appalachian Brewing Company,5.2%,3.56,25,104,15,61,158,21,1,22,69,32,25
Laughing Lab Scottish-Style Ale,Scottish Ale,Bristol Brewing Company,5.3%,3.74,32,97,22,53,165,49,1,33,63,21,32
Red MacGregor,Scottish Ale,Orkney Brewery,4%,3.8,36,101,27,110,106,59,0,47,147,42,36
Burning Skye Scottish Style Ale,Scottish Ale,Empyrean Brewing Company,5.3%,3.5,25,92,29,50,128,43,1,45,61,55,25
Blackfriar,Scottish Ale,"Inveralmond Brewery Ltd., The",7%,3.92,34,108,54,94,143,51,0,67,97,34,34
Scottish Ale,Scottish Ale,Atlantic Brewing Company / Mainely Meat BBQ,7.1%,3.95,20,122,44,55,113,26,0,32,99,57,20
Caledonian 80/-,Scottish Ale,The Caledonian Brewing Company,4.1%,3.81,21,126,18,86,126,39,0,35,110,35,21
Lia Fail,Scottish Ale,"Inveralmond Brewery Ltd., The",4.7%,3.75,31,141,25,99,149,48,3,50,120,29,31
Scottish Ale,Scottish Ale,Gritty McDuff's Brewing Company,6.3%,3.63,29,109,41,84,137,48,0,42,107,24,29
Black Douglas Ale,Scottish Ale,Broughton Ales Ltd,5.2%,3.93,34,128,25,80,161,54,1,53,93,32,34
Samuel Adams Old Fezziwig Ale,Winter Warmer,Boston Beer Company (Samuel Adams),5.9%,3.8,23,111,25,58,123,50,1,55,50,160,23
Christmas Ale,Winter Warmer,Great Lakes Brewing Co.,7.5%,3.97,31,92,48,39,158,35,3,52,59,218,31
Jubelale,Winter Warmer,Deschutes Brewery,6.7%,3.95,27,124,74,114,152,59,0,66,135,88,27
Winter Welcome Ale,Winter Warmer,Samuel Smith Old Brewery (Tadcaster),6%,3.7,29,117,44,92,147,60,0,63,128,62,29
Winter Solstice Seasonal Ale,Winter Warmer,Anderson Valley Brewing Company,6.9%,3.9,21,123,39,54,156,52,0,59,61,94,21
Old Man Winter,Winter Warmer,Southern Tier Brewing Company,7.5%,3.7,35,103,58,148,107,47,1,53,200,46,35
Winter Warmer,Winter Warmer,Harpoon Brewery & Beer Hall,5.9%,3.24,16,87,40,36,76,22,0,25,42,254,16
Fireside Chat,Winter Warmer,21st Amendment Brewery,7.9%,3.56,27,134,70,54,120,80,0,68,55,179,27
Christmas Ale,Winter Warmer,Breckenridge Brewery,7.1%,3.55,13,92,36,74,110,31,0,35,92,82,13
Brr Hoppy Red,Winter Warmer,Widmer Brothers Brewing Company,7.2%,3.8,29,112,56,178,118,94,0,119,217,41,29
Nutcracker Winter Warmer Ale,Winter Warmer,Boulevard Brewing Co.,7.8%,3.75,32,101,52,139,136,116,1,128,178,79,32
Winterhook,Winter Warmer,Redhook Brewlab,6%,3.62,34,92,39,129,86,33,0,30,178,43,34
Snow Cap,Winter Warmer,"Pyramid Breweries, Inc.",7%,3.55,19,108,59,100,124,37,1,39,126,60,19
Full Sail Wassail,Winter Warmer,Full Sail Brewing Company,7.2%,3.84,35,117,71,121,133,56,0,71,153,81,35
K-9 Winter Ale,Winter Warmer,Flying Dog Brewery,7.4%,3.38,22,107,58,74,131,49,1,50,102,49,22
Odell Isolation Ale,Winter Warmer,Odell Brewing Company,6%,3.93,26,83,41,97,134,53,0,65,146,58,26
4 Elf,Winter Warmer,Dark Horse Brewing Company,8.75%,3.83,22,148,75,57,140,21,1,41,53,228,22
Festive Ale,Winter Warmer,SweetWater Brewing Company,7.7%,3.84,22,144,50,74,178,35,0,46,51,133,22
Cold Mountain,Winter Warmer,Highland Brewing,5.8%,4.04,29,145,49,85,206,51,1,64,93,150,29
12 Dogs Of Christmas Ale,Winter Warmer,Thirsty Dog Brewing Company,8.3%,3.98,20,88,58,45,114,23,0,29,59,197,20
BiFrost,Winter Warmer,Elysian Brewing Company,8.3%,3.72,37,102,60,148,112,153,3,168,211,51,37
Winter Ale,Winter Warmer,Summit Brewing Company,6.1%,3.75,27,136,33,87,126,27,0,39,95,53,27
Prelude,Winter Warmer,Shipyard Brewing Company,6.7%,3.77,35,136,61,82,156,35,0,35,108,68,35
Barrel Aged Brrrbon (Brothers' Reserve Series),Winter Warmer,Widmer Brothers Brewing Company,9.4%,3.64,18,99,192,38,106,36,0,41,43,62,18
Never Summer Ale,Winter Warmer,Boulder Beer / Wilderness Pub,6.5%,3.62,35,95,57,139,140,53,6,64,175,52,35
Christmas Ale,Winter Warmer,The Schlafly Tap Room,8%,3.72,29,82,61,57,137,86,1,91,55,202,29
Powder Hound Winter Ale,Winter Warmer,Big Sky Brewing Company,7.2%,3.64,30,97,39,111,151,77,2,92,147,36,30
Winterbraun,Winter Warmer,Lost Coast Brewery and Cafe,8%,3.75,24,147,28,120,146,34,0,43,99,23,24
Bourbon Barrel Aged Winter Warmer,Winter Warmer,Rahr & Sons Brewing Company,11%,4.13,16,145,189,47,112,29,1,36,30,85,16
Frosted Frog Christmas Ale,Winter Warmer,Hoppin' Frog Brewery,8.6%,3.79,23,97,67,33,131,37,0,44,42,261,23
Christmas Ale,Winter Warmer,Sly Fox Brewing Company,6.5%,3.71,32,127,50,27,133,31,0,55,38,255,32
Bah Humbug! Christmas Cheer! Ale,Winter Warmer,Wychwood Brewery Company Ltd,5%,3.52,20,104,29,58,147,54,1,57,72,80,20
Cabin Fever Ale,Winter Warmer,Berkshire Brewing Company Inc.,6.3%,3.87,31,112,45,108,139,68,1,77,122,67,31
God Jul,Winter Warmer,Nøgne Ø,8.5%,4.1,35,204,69,131,144,41,0,45,113,60,35
Lions Winter Ale,Winter Warmer,Granville Island Brewery,5.5%,3.78,11,141,42,53,179,15,1,20,52,118,11
Special Holiday Ale,Winter Warmer,Nøgne Ø,8.5%,3.96,15,147,54,33,112,31,0,43,84,130,15
Winter Ale,Winter Warmer,St. Peter's Brewery Co Ltd,6.5%,3.92,28,143,58,125,135,39,3,41,114,67,28
Winter Warmer,Winter Warmer,Rahr & Sons Brewing Company,8.5%,3.76,16,111,70,77,128,29,0,48,66,60,16
Young's Winter Warmer,Winter Warmer,Eagle Brewery,5%,3.55,32,118,45,74,134,50,0,47,93,31,32
The First Snow Ale,Winter Warmer,RJ Rockers Brewing Company,6%,3.63,27,71,41,40,88,63,1,83,43,199,27
Fish Tale Winterfish,Winter Warmer,Fish Brewing Company / Fishbowl Brewpub,7.5%,3.76,26,96,57,164,132,143,0,164,215,28,26
Dundee Festive Ale,Winter Warmer,Genesee Brewing Co. / Dundee Brewing Co.,6.2%,3.53,29,107,46,50,103,39,0,51,47,166,29
Traditional Lager,Lager - American Amber / Red,Yuengling Brewery,4.5%,3.42,31,100,19,62,94,24,0,23,90,5,31
Lager,Lager - American Amber / Red,Brooklyn Brewery,5.2%,3.74,54,72,17,122,92,61,0,64,190,9,54
George Killian's Irish Red,Lager - American Amber / Red,Coors Brewing Company (Molson-Coors),4.9%,3.06,34,75,7,58,110,30,0,23,61,8,34
Toasted Lager,Lager - American Amber / Red,Blue Point Brewing Company,5.5%,3.54,32,96,19,71,106,31,1,40,93,17,32
Amber,Lager - American Amber / Red,Abita Brewing Co.,4.5%,3.48,29,79,8,39,99,26,0,25,52,17,29
Original Honey Brown Extra Rich Lager (Beer Brewed With Honey),Lager - American Amber / Red,Genesee Brewing Co. / Dundee Brewing Co.,4.5%,3.14,31,53,19,44,217,33,0,23,50,5,31
Riverwest Stein Beer,Lager - American Amber / Red,"Lakefront Brewery, Inc.",5.68%,3.81,38,99,16,83,116,58,0,55,123,12,38
Vinyl,Lager - American Amber / Red,Magic Hat Brewing Company,5.1%,3.41,40,87,15,78,151,33,0,33,123,8,40
Barking Squirrel Lager,Lager - American Amber / Red,Hop City Brewing Co.,5%,3.48,38,84,17,118,114,38,3,34,154,9,38
Redbridge,Lager - American Amber / Red,Anheuser-Busch,4%,2.63,37,73,15,59,138,68,0,54,99,20,37
ZiegenBock Amber,Lager - American Amber / Red,Anheuser-Busch,4.9%,2.86,15,63,14,39,92,20,2,17,42,6,15
Coney Island Lager,Lager - American Amber / Red,Coney Island Brewing Company,5.5%,3.68,46,97,11,132,128,51,1,52,190,24,46
Grain Belt Nordeast,Lager - American Amber / Red,August Schell Brewing Company,4.7%,3.47,34,76,9,59,107,24,1,22,91,7,34
Wisconsin Amber,Lager - American Amber / Red,Capital Brewery,5.2%,3.55,33,78,8,73,104,36,0,30,98,17,33
Rickard's Red,Lager - American Amber / Red,Molson Coors Canada,5.2%,3.14,22,72,10,51,113,22,0,14,60,5,22
Creemore Springs Premium Lager,Lager - American Amber / Red,Creemore Springs Brewery Limited,5%,3.85,54,75,10,98,115,50,2,46,138,9,54
Red Oak,Lager - American Amber / Red,Red Oak Brewery,5%,3.78,35,84,17,39,95,39,0,27,55,4,35
Texas Red Amber Lager,Lager - American Amber / Red,Rahr & Sons Brewing Company,4.5%,3.43,32,66,11,89,86,22,1,13,114,10,32
Point Classic Amber,Lager - American Amber / Red,Stevens Point Brewery,4.9%,3.29,27,57,9,78,136,28,1,22,121,11,27
Sleeman Honey Brown Lager,Lager - American Amber / Red,Sleeman Breweries Ltd.,5.2%,2.97,26,62,10,52,204,26,0,17,61,10,26
Winter Skål,Lager - American Amber / Red,Capital Brewery,5.8%,3.67,34,84,29,71,107,37,1,37,95,50,34
Schell's Dark,Lager - American Amber / Red,August Schell Brewing Company,4.8%,3.37,21,85,13,49,124,19,0,20,56,4,21
Starr Hill Jomo Lager,Lager - American Amber / Red,Starr Hill Brewery,5.57%,3.44,41,79,16,114,72,75,1,55,150,23,41
Michelob Honey Lager,Lager - American Amber / Red,Anheuser-Busch,4.9%,2.48,21,59,7,38,259,19,0,18,46,3,21
Yard Sale Winter Lager,Lager - American Amber / Red,Uinta Brewing Company,4%,3.46,33,76,12,53,74,28,0,32,85,25,33
Ornery Amber,Lager - American Amber / Red,Tommyknocker Brewery,5.4%,3.16,33,84,20,83,153,89,0,83,105,5,33
Budweiser Freedom Reserve Red Lager,Lager - American Amber / Red,Anheuser-Busch,5.4%,3.45,33,55,6,64,115,14,0,17,63,13,33
Pre-Prohibition Style Lager,Lager - American Amber / Red,Lucky Bucket Brewing Co.,4.5%,3.33,37,55,12,72,75,59,4,39,107,7,37
Trader José Dark Lager,Lager - American Amber / Red,Trader Joe's Brewing Company,5.3%,3.32,15,101,10,73,125,27,0,24,69,9,15
Session Fest,Lager - American Amber / Red,Full Sail Brewing Company,6.2%,3.68,39,82,20,91,78,19,2,24,121,34,39
LTD Series - 05,Lager - American Amber / Red,Full Sail Brewing Company,5.6%,3.62,34,80,17,68,117,32,0,30,104,18,34
Budweiser 1933 Repeal Reserve Amber Lager,Lager - American Amber / Red,Anheuser-Busch,6.1%,3.62,29,43,27,68,95,18,1,17,102,12,29
1554,Lager - European Dark,New Belgium Brewing Company,6%,3.84,24,180,15,81,137,42,0,31,76,22,24
Guinness Black Lager,Lager - European Dark,Guinness Ltd.,4.5%,3.14,41,99,9,97,63,17,0,15,80,7,41
Creamy Dark,Lager - European Dark,Jacob Leinenkugel Brewing Company,4.9%,3.37,28,127,13,74,78,12,0,11,61,11,28
Heineken Dark Lager,Lager - European Dark,Heineken Nederland B.V.,5%,3.25,35,90,9,53,129,24,0,19,52,8,35
Baltika #4 Original (Dark),Lager - European Dark,Baltika Breweries,5.6%,3.41,40,91,21,65,187,33,0,45,67,8,40
St. Pauli Girl Special Dark,Lager - European Dark,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co.,4.8%,3.05,39,66,13,62,98,17,0,11,69,3,39
Fischer Tradition Amber,Lager - European Dark,Brasserie Fischer / Fischer Biere d' Alsace,6%,2.94,34,71,16,54,95,40,1,31,76,6,34
Death & Taxes,Lager - European Dark,Moonlight Brewing Company,5%,4.18,47,161,14,173,97,10,1,8,101,28,47
San Miguel Dark Lager,Lager - European Dark,San Miguel Brewery Inc.,5%,3.47,26,122,16,66,150,23,1,32,41,10,26
Budweiser Budvar Czech Dark Lager,Lager - European Dark,"Budějovický Budvar, n.p.",4.7%,3.7,31,119,9,115,124,23,3,19,102,23,31
Dark Lager,Lager - European Dark,Waterloo Brewing,5%,3.12,35,99,10,43,100,11,1,3,42,4,35
Efes Dark,Lager - European Dark,Anadolu Efes Brewery,6.5%,3.13,21,64,12,48,85,16,0,9,43,5,21
Beerlao Dark,Lager - European Dark,Lao Brewery Co.,6.5%,3.33,26,84,17,46,110,26,2,17,48,7,26
Alhambra Negra,Lager - European Dark,"Grupo Cervezas Alhambra, SL",5.4%,3.29,38,90,12,74,109,23,0,22,61,13,38
Herold Bohemian Black Lager,Lager - European Dark,Pivovar Herold Březnice A.s.,5.2%,4,29,153,17,129,121,21,0,30,84,33,29
Samuel Adams Octoberfest,Lager - Märzen,Boston Beer Company (Samuel Adams),5.3%,3.68,40,88,12,66,130,32,1,41,98,24,40
Ayinger Oktober Fest-Märzen,Lager - Märzen,Ayinger Privatbrauerei,5.8%,4.04,43,92,23,51,118,49,4,43,91,30,43
Oktoberfest Märzen,Lager - Märzen,Paulaner Brauerei,5.8%,3.9,51,95,17,69,112,38,0,36,97,26,51
Spaten Oktoberfestbier,Lager - Märzen,Spaten-Franziskaner-Bräu,5.9%,3.65,51,71,14,69,128,43,1,42,108,19,51
Oktoberfest,Lager - Märzen,Great Lakes Brewing Co.,6.5%,4.07,41,98,16,63,147,46,3,45,107,23,41
Festbier,Lager - Märzen,Victory Brewing Company - Downingtown,5.6%,3.7,54,96,20,74,153,40,0,41,111,26,54
Oktoberfest Märzen,Lager - Märzen,Hacker-Pschorr Bräu GmbH,5.8%,3.98,40,95,10,62,118,25,1,27,88,15,40
Oktoberfest,Lager - Märzen,Brooklyn Brewery,5.5%,3.65,48,100,20,66,132,28,0,37,107,37,48
Oktoberfest,Lager - Märzen,Jacob Leinenkugel Brewing Company,5.1%,3.21,36,73,11,78,118,35,0,35,100,16,36
The Kaiser,Lager - Märzen,Avery Brewing Company,8%,3.92,29,137,128,79,200,69,1,88,100,37,29
Oktoberfest,Lager - Märzen,Left Hand Brewing Company,6.6%,3.79,33,81,20,69,140,32,0,34,102,35,33
Octoberfest Beer,Lager - Märzen,Bell's Brewery - Eccentric Café & General Store,5.5%,3.67,39,77,15,72,125,57,0,58,120,17,39
Octoberfest Beer,Lager - Märzen,Harpoon Brewery & Beer Hall,5.3%,3.68,44,112,19,73,121,36,0,33,114,37,44
Shiner Märzen-Style Oktoberfest,Lager - Märzen,Spoetzl Brewery,5.8%,3.39,30,85,14,72,125,38,1,35,132,12,30
Staghorn Octoberfest,Lager - Märzen,New Glarus Brewing Company,6.25%,3.97,72,90,19,64,128,47,4,44,100,27,72
Hoss Oktoberfest Lager,Lager - Märzen,Great Divide Brewing Company,6.2%,3.77,56,102,22,56,139,57,0,65,92,73,56
Dogtoberfest,Lager - Märzen,Flying Dog Brewery,5.6%,3.59,40,97,10,78,157,28,0,29,119,20,40
Oktoberfest,Lager - Märzen,Yuengling Brewery,5.45%,3.36,36,67,11,71,138,29,0,30,88,11,36
Goose Fest Bier,Lager - Märzen,Goose Island Beer Co.,5.7%,3.68,40,97,15,56,172,52,3,54,106,29,40
Munsterfest,Lager - Märzen,3 Floyds Brewing Co.,6%,3.81,44,99,16,68,148,70,1,75,93,22,44
Oaktoberfest,Lager - Märzen,Firestone Walker Brewing Co.,5%,3.77,55,77,8,97,115,38,4,38,160,37,55
Beck's Oktoberfest,Lager - Märzen,Brauerei Beck & Co.,5%,3.41,42,95,10,75,110,29,1,28,120,19,42
Märzen,Lager - Märzen,Gordon Biersch Brewery Restaurant,5.7%,3.66,39,78,12,53,140,30,1,31,69,18,39
Warsteiner Premium Oktoberfest,Lager - Märzen,Warsteiner Brauerei,5.9%,3.49,38,80,15,47,113,27,4,36,85,13,38
Bob's '47 Oktoberfest,Lager - Märzen,Boulevard Brewing Co.,5.8%,3.68,49,73,13,108,112,34,0,36,141,30,49
Oktoberfest,Lager - Märzen,Summit Brewing Company,6.5%,3.66,41,73,27,62,145,38,0,35,102,21,41
Dead Ringer,Lager - Märzen,Ballast Point Brewing Company,6%,3.7,29,89,27,64,139,26,0,28,95,36,29
Copper Legend Octoberfest,Lager - Märzen,Jack's Abby Brewing,5.7%,3.8,53,86,10,69,136,44,2,40,130,31,53
Atom Smasher,Lager - Märzen,Two Brothers Brewing Company,7%,3.77,27,72,38,42,139,68,0,56,72,36,27
Oktoberfest,Lager - Märzen,Saint Arnold Brewing Company,6.6%,3.66,33,85,22,65,201,53,4,53,86,22,33
Oktoberfest,Lager - Märzen,The Schlafly Tap Room,5.5%,3.62,43,89,9,65,118,43,1,45,93,22,43
Saranac Our Octoberfest German Style Lager,Lager - Märzen,Matt Brewing Company / Saranac Brewery,5.4%,3.48,39,68,15,84,119,37,1,28,118,32,39
Oktoberfest,Lager - Märzen,Revolution Brewing,5.7%,3.79,54,97,29,81,150,45,0,45,136,19,54
Oktoberfest,Lager - Märzen,Blue Point Brewing Company,5.5%,3.53,28,81,11,62,140,50,2,47,102,26,28
OktoberFish,Lager - Märzen,Flying Fish Brewing Company,6%,3.55,39,87,21,74,158,51,0,45,105,24,39
Life On Märzen,Lager - Märzen,Berkshire Brewing Company Inc.,6.8%,3.99,26,118,39,62,187,57,0,51,88,26,26
Fest Märzen Lager,Lager - Märzen,Narragansett Brewing Co.,5.5%,3.65,42,100,13,72,149,48,2,47,122,25,42
Oktoberfest,Lager - Märzen,Sly Fox Brewing Company,6.1%,3.69,53,83,13,94,132,67,0,52,126,29,53
Schell's Oktoberfest,Lager - Märzen,August Schell Brewing Company,5.5%,3.65,36,91,15,81,144,36,1,39,111,19,36
Oktoberfest,Lager - Märzen,Capital Brewery,5.5%,3.61,45,90,21,71,127,46,1,43,97,26,45
Oktoberfest Lager Beer,Lager - Märzen,"Lakefront Brewery, Inc.",5.7%,3.49,34,78,11,39,143,55,2,44,69,15,34
Clawhammer,Lager - Märzen,Highland Brewing,5%,3.65,46,90,13,105,103,39,1,38,139,57,46
Barktoberfest,Lager - Märzen,Thirsty Dog Brewing Company,6%,3.84,32,99,19,96,172,43,1,44,136,14,32
Oktoberfest,Lager - Märzen,Sprecher Brewing Company,6%,3.77,32,105,12,59,174,51,1,51,85,30,32
Dundee Oktoberfest,Lager - Märzen,Genesee Brewing Co. / Dundee Brewing Co.,5.5%,3.42,32,104,14,66,136,31,1,33,84,12,32
Tuberfest,Lager - Märzen,Lagunitas Brewing Company,7.5%,3.72,28,76,21,138,133,59,1,69,217,26,28
Penn Oktoberfest,Lager - Märzen,Pennsylvania Brewing Company,5.6%,3.82,46,91,17,94,135,44,7,42,132,25,46
Oktoberfest Märzen Style Lager,Lager - Märzen,Thomas Hooker Brewing Company,6.2%,3.89,48,120,23,99,138,40,3,42,135,25,48
Mad Bishop,Lager - Märzen,DuClaw Brewing Company,6%,3.48,33,88,13,46,120,32,1,33,60,8,33
Point Oktoberfest,Lager - Märzen,Stevens Point Brewery,4.9%,3.49,30,76,7,45,120,38,1,39,81,18,30
Dominion Octoberfest!,Lager - Märzen,Fordham & Dominion Brewing Company,5.9%,3.57,41,93,14,92,129,38,2,31,135,27,41
Noble Chaos,Lager - Märzen,Short's Brewing Company,5.5%,3.75,45,100,35,143,133,55,0,47,186,26,45
